listing_no,status,history_count,export_uuid,export_backmarket_id,export_sku,title,catalog_colour,quantity,status_text,export_grade,reasons
5666063,vetted_exact,8,aa2b1d19-e2d8-42b2-b4cd-39413589090f,520714,MBA.A1932.2019.8GB.128GB.Grey.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5656869,vetted_exact,1,16d3e687-3512-40f5-a648-79affa14f607,337614,MBA.A1932.8GB.128GB.Silver.VGood,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5653195,vetted_exact,6,c9de7d5f-2528-4439-8807-74d15cfd672e,545393,MBA.A2337.8GB.256GB.Gold.Vgood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Gold,0,Price or comment missing,EXCELLENT,
5627947,vetted_exact,1,4b2240ef-9380-4a78-b994-cfb4a2e0eb5d,777102,MBP.A1990.i9.16GB.1TB.Grey.Fair,MacBook Pro Retina 15-inch (2018) - Core i9 - 16GB SSD 1000 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5625405,vetted_exact,2,012e05e5-8e40-4867-bba9-56023be0aece,352830,MBP.A2159.8GB.128GB.i5.Silver.VGood,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5625357,vetted_exact,5,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8GB.512GB.Grey.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5606748,vetted_exact,1,43221f93-0d9a-45ec-870b-02d1613c7471,543497,MBP.A2442.16GB.512GB.Silver.Good,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,
5606693,vetted_exact,2,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBAA2337.8GB.256GB.Grey.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5606645,vetted_exact,13,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.8GB.256GB.Grey.VGood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5606635,vetted_exact,1,cc7fee53-ccd4-4610-a74a-93abd4b9b716,3584296,MBA.A2337.16GB.512GB.Grey.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5606597,vetted_exact,9,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.8GB.256GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5606591,vetted_exact,5,6a12f485-f07a-485a-9ca9-a025126a5054,1310700,MBP.A2289.i5.8GB.256GB.Silver.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5587273,vetted_exact,1,64a08696-8c1b-4268-8877-b54703bc146d,543536,MBP14.A2442.16GB.1TB.Silver.Excellent,MacBook Pro 14-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5587245,vetted_exact,1,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8GB.512GB.Silver.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
5587201,vetted_exact,2,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8GB.512GB.Silver.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,
5587165,vetted_exact,2,c11badcb-0ba1-4071-9769-4ba26de94e98,2160473,MBA.A2941.8GB.256GB.Midnight.Fair,MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Midnight,0,Price or comment missing,FAIR,
5587163,vetted_exact,1,1548ad7a-4e77-4181-ae59-8999a39d93d7,2160474,MBA.A2941.8GB.256GB.Grey.VGood,MacBook Air 15-inch (2023) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5587142,vetted_exact,1,7ec61285-e7f0-47e7-a338-cc55f7ec5a41,543450,MBP.A2485.16GB.512GB.Grey.Good,MacBook Pro 16-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5578720,vetted_exact,2,4e4393eb-bae2-46c6-9ad3-f78cc6337d02,721525,MBP15.A1990.i7.16GB.512GB.Grey.Good,MacBook Pro Retina 15-inch (2018) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5578692,vetted_exact,1,012e05e5-8e40-4867-bba9-56023be0aece,352830,MBP.A2159.8GB.128GB.i5.Silver.Good,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5570963,vetted_exact,2,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2251.i5.16GB.512GB.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5565512,vetted_exact,1,7f23943c-b893-4809-903c-ce75943cd0b7,366583,MBP13.A1706.8GB.256GB.i5.Silver.Good,MacBook Pro Retina 13-inch (2016) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5561600,vetted_exact,2,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.M1.8GB.256GB.Silver.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,
5561595,vetted_exact,1,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.M1.8GB.512GB.Grey.VGood,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5561581,vetted_exact,8,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.M1.A2338.8GB.256GB.Grey.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5561484,vetted_exact,8,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.M1.A2337.8GB.256GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5558302,vetted_exact,3,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,543513,MBP.A2442.16GB.512GB.Grey.VGood,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5556753,vetted_exact,6,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP.13.A2289.8GB.256GB.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5556743,vetted_exact,2,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.M1.A2338.8GB.256GB.Grey.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5556732,vetted_exact,1,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2289.16GB.512GB.i5.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5556729,vetted_exact,7,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP.A2159.8GB.128GB.i5.Grey.Fair,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5550923,vetted_exact,2,b223cd84-efe0-4092-a0da-728b2f73c5fc,543350,MBP.A2442.32GB.512GB.Grey.Fair,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 32GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5550903,vetted_exact,7,30c2c24c-be74-409d-8bec-50e9b9bf421a,545361,MBP.A2338.M1.8GB.512GB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5550625,vetted_exact,3,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP.A2159.i5.8GB.256GB.Grey.Fair,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5538073,vetted_exact,3,c9de7d5f-2528-4439-8807-74d15cfd672e,545393,MBA.A2337.M1.8GB.256GB.Gold.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Gold,0,Price or comment missing,GOOD,
5538071,vetted_exact,1,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.M1.8GB.256GB.Grey.VGood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5507411,vetted_exact,4,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.2020.256gb.Gold.Fair,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5500817,vetted_exact,29,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.A2338.M1.8GB.256GB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5500808,vetted_exact,1,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.M1.8GB.256GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5476309,vetted_exact,12,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,543513,MBP.A2442.16GB.512GB.Grey.Good,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5476304,vetted_exact,11,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP.A2289.i5.8GB.256GB.Grey.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5476300,vetted_exact,3,0dfd2e16-45be-4594-afaa-ee5a19662985,871170,MBP.M1A2338.8GB.256GB.Silver.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,
5476281,vetted_exact,1,3b5a7780-4f40-4bb3-adb5-4acdbab11d88,492872,MBP.A2159.8GB.256GB.Grey.VGood,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5465624,vetted_exact,13,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.A2338.M1.8GB.256GB.Grey.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5442630,vetted_exact,3,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.A2338.M1.8GB.256GB.Grey.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5442621,vetted_exact,2,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP.A2289.8GB.256GB.i5.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5442608,vetted_exact,1,54938c63-7812-4bd5-be19-502d240dceee,384573,MBP.A2141.16GB.1TB.i9.Grey.Fair,MacBook Pro Retina 16-inch (2019) - Core i9 - 16GB SSD 1000 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5434295,vetted_exact,1,23201110-e804-4f18-89e0-71f41f7f10f2,369457,MBP.A1708.8GB.128GB.i5.Silver.Fair,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5402048,vetted_exact,1,fa33724e-1494-4699-bbfe-77b0f07fbb0d,2674119,MBP.A1708.8GB.256GB.Grey.Fair,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5402039,vetted_exact,1,fc7de2dc-62b0-42e1-a33c-152dafb66e80,460725,MBP.A2141.16GB.512GB.Silver.VGood,MacBook Pro Retina 16-inch (2019) - Core i7 - 16GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5402031,vetted_exact,1,543654c9-4ab9-4394-9082-87c2834db4ca,784061,MBP.A1990.32GB.512GB.Silver.VGood,MacBook Pro Retina 15-inch (2018) - Core i7 - 32GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5402022,vetted_exact,2,4e4393eb-bae2-46c6-9ad3-f78cc6337d02,721525,MBP.A1990.16GB.512GB.Grey.Fair,MacBook Pro Retina 15-inch (2018) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5395652,vetted_exact,2,6559af62-3e73-42ce-9844-281322f29d99,233539,MBP.A1706.8GB.256GB.i5.Grey.Fair,MacBook Pro Retina 13-inch (2016) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5395648,vetted_exact,1,76c46645-dc9d-41d8-84f9-fecadf81b061,331318,MBP.A1708.8GB.128GB.i5.Grey.Good,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5395644,vetted_exact,1,fa33724e-1494-4699-bbfe-77b0f07fbb0d,2674119,MBP.A1708.8GB.256GB.Grey.Good,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5395641,vetted_exact,2,76c46645-dc9d-41d8-84f9-fecadf81b061,331318,MBP.A1708.8GB.128GB.i5.Grey.Fair,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5395583,vetted_exact,1,a9b50cc6-3601-42d3-87a2-0583b899362f,366517,MBP.A1990.16GB.512GB.i7.Grey.Fair,MacBook Pro Retina 15-inch (2018) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5395561,vetted_exact,1,16d3e687-3512-40f5-a648-79affa14f607,337614,MBA.A1932.8GB.128GB.Silver.Good,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5395558,vetted_exact,1,39759208-c827-4cea-93c2-6184583fc240,478422,MBA.A1932.8GB.256GB.Grey.Fair,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5395550,vetted_exact,1,183d68a7-f900-48b2-a375-9f9f54aa8b23,369186,MBA.A1932.8GB.256GB.Silver.Good,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5395545,vetted_exact,5,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP.A2159.8GB.128GB.Grey.Good,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5384187,vetted_exact,1,7f23943c-b893-4809-903c-ce75943cd0b7,366583,MBP13.A1706.i5.8GB.256GB.Silver.Good,MacBook Pro Retina 13-inch (2016) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5383567,vetted_exact,1,76c46645-dc9d-41d8-84f9-fecadf81b061,331318,MBP13.A1708.i5.8GB.128GB.Grey.Fair,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5383552,vetted_exact,1,2f8f2850-2755-4acb-81c8-49dd01862233,368265,MBP15.A1990.i7.16GB.256GB.Grey.Fair,MacBook Pro Retina 15-inch (2018) - Core i7 - 16GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5383539,vetted_exact,1,217767a3-8f4f-4516-a23e-e8eaf2bfebb1,387251,MBP15.A1707.i7.16GB.256GB.Silver.Fair,MacBook Pro Retina 15-inch (2016) - Core i7 - 16GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5373239,vetted_exact,2,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.2020.i5.8gb.512gb.Grey.Good,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5354759,vetted_exact,1,fa33724e-1494-4699-bbfe-77b0f07fbb0d,2674119,MBP13.A1708.i5.8GB.256GB.Grey.Vgood,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,
5347150,vetted_exact,1,98ecc387-a595-45a9-beb4-d18386cbb4ca,781354,MBP15.A1990.i9.16GB.512GB.Fair,MacBook Pro Retina 15-inch (2018) - Core i9 - 16GB SSD 512 QWERTY - English,,0,Price or comment missing,FAIR,
5347114,vetted_exact,2,54938c63-7812-4bd5-be19-502d240dceee,384573,MBP16.A2141.16GB.1TB.Grey.Good,MacBook Pro Retina 16-inch (2019) - Core i9 - 16GB SSD 1000 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5347088,vetted_exact,1,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.A1932.2019.8GB.128GB.Gold.Vgood,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,VERY_GOOD,
5327858,vetted_exact,1,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,543513,MBP14.2442.16GB.512GB.Grey.Vgood,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,
5324972,vetted_exact,5,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.2020.256gb.Grey.Vgood,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,
5297472,vetted_exact,1,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP13.A2251.16gb.512gb.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5297471,vetted_exact,2,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP13.A2251.8gb.256GB.Grey.fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5295808,vetted_exact,1,dee251c5-2084-4ac0-8254-926a8eb20893,762029,MBP.A2338M2.8GB.256GB.Silver.Vgood,MacBook Pro 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,
5294547,vetted_exact,1,fae9ab29-80d1-4725-8f86-26e404a49e3d,368278,MBP13.A1708.i5.8GB.256GB.Silver.Good,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5294546,vetted_exact,2,23201110-e804-4f18-89e0-71f41f7f10f2,369457,MBP13.A1708.i5.8GB.128GB.Silver.Good,MacBook Pro Retina 13-inch (2017) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5294538,vetted_exact,2,6f81e2f8-0fc6-46ad-b2ea-f38b5ecb9ab4,369177,MBA.A1932.2018.8GB.128GB.Gold.Fair,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5294537,vetted_exact,1,6f81e2f8-0fc6-46ad-b2ea-f38b5ecb9ab4,369177,MBA.A1932.2018.8GB.128GB.Gold.Good,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,GOOD,
5293982,vetted_exact,3,3b5a7780-4f40-4bb3-adb5-4acdbab11d88,492872,MBP13.A1989.2018.2.3.8GB.256GB.Grey.Fair,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5293979,vetted_exact,1,85fd3606-d0ee-4ba1-bea8-e861466be4b1,344501,MBP13.A1989.2018.2.3.8GB.512GB.Silver.Vgood,MacBook Pro Retina 13-inch (2018) - Core i5 - 8GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,
5292031,vetted_exact,4,30c2c24c-be74-409d-8bec-50e9b9bf421a,545361,MBP13.A2338.8GB.512GB.Grey.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5289014,vetted_exact,1,871ac8a1-a9d6-42e2-8f63-3cb4f03bd36b,344386,MBA.A1932.2019.8GB.256GB.Gold.Vgood,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,VERY_GOOD,
5288938,vetted_exact,3,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.A1932.2019.8GB.128GB.Gold.Good,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,GOOD,
5288784,vetted_exact,1,cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b,761585,MBA.A2681.8GB.256GB.Grey.Fair,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5288756,vetted_exact,1,0a95c2e4-f4a3-4907-95f0-afbaea4f058a,545369,MBA.A2337.16GB.1TB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5278202,vetted_exact,1,65b84238-efcd-4333-a2f1-351970d3a5b7,338265,iPadPro12.9.3rd.64gb.Silver.good,"iPad Pro 12.9"" (2018) 3rd gen 256 GB - Wi-Fi - Silver",Silver,0,Price or comment missing,GOOD,
5260171,vetted_exact,1,47cda581-f30a-4a5d-96aa-ec09a932b337,221397,iPadPro11.1stGen.64gb.Grey.Good,"iPad Pro 11"" (2018) 1st gen 64 GB - Wi-Fi - Space Gray",Space Gray,0,Price or comment missing,GOOD,
5230653,vetted_exact,1,eb3b1ebb-97e5-452a-a757-f76c1a2df4b7,266617,iPadPro11.1stGen.64gb.Silver.Vgood,"iPad Pro 11"" (2018) 1st gen 64 GB - Wi-Fi - Silver",Silver,0,Price or comment missing,VERY_GOOD,
5184697,vetted_exact,1,0f65a032-21d2-4e11-9ead-da6aa8123180,512571,iPadMini6.256GB.Pink.Vgood,"iPad mini 8.3"" (2021) 6th gen 256 GB - Wi-Fi - Pink",,0,Price or comment missing,VERY_GOOD,
5184695,vetted_exact,1,37773c1b-fc7d-442c-84ea-3e22a64cad1a,475457,iPad.129.5th.128GB.Grey.Good,"iPad Pro 12.9"" (2021) 5th gen 128 GB - Wi-Fi - Space Gray",Space Gray,0,Price or comment missing,GOOD,
5161092,vetted_exact,1,37773c1b-fc7d-442c-84ea-3e22a64cad1a,475457,iPad.129.5th.128gb.Grey.Vgood,"iPad Pro 12.9"" (2021) 5th gen 128 GB - Wi-Fi - Space Gray",Space Gray,0,Price or comment missing,VERY_GOOD,
5131356,vetted_exact,2,c4829d5f-d893-4a49-ab81-a1fbc9752c2c,545433,MBA.A2337.8gb.512GB.Silver.Vgood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,
5131347,vetted_exact,4,30c2c24c-be74-409d-8bec-50e9b9bf421a,545361,MBP13.A2338M1.8GB.512GB.Vgood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Disabled,VERY_GOOD,
5124401,vetted_exact,2,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP16.A2141.16GB.512.Grey.Fair,MacBook Pro Retina 16-inch (2019) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
